Video Id,Video Title,Topic Count,Topics
JsbGDdik8ao,Filipino Rap is Pure FIRE! Latinos react to 187 Mobstaz We dont die we multiply for the first time,7,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 3: kids, poor, learn, deserve, society, told, culture, happened, cultures, community (Topic 3: Experiences of Children in Community & Culture), Topic 28: martial arts martial, martial art, kali martial, martial arts, arts martial arts, arts martial, martial, karate, judo, fighting (Topic 28: Mixed Martial Arts and Fighting ), Topic 38: nino cathedral, basilica, cathedrals, cathedral, church, basilic, churches, catholics, catholic, santo nino (Topic 38: Basilicas and Cathedrals in the Philippines), Topic 86: filipina, christian filipina, davao loving, happy, davao loving caring, loving loving, funny, culture humble, jokes funny hilarious, loving (Topic 86: Characteristics of Filipinas from Davao), Topic 99: cow cow, cow, kick cow, cow kick, horse, naughty naughty, uhhuh, stand horse, farm, red horse (Topic 99: Cow & Farm Life)"
Jsm7oZ-8lVk,Meeting My Filipina GF for the First Time in Manila! #LDR,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 42: relationship coppo, adorable coppos, coppos, daniel padilla, mariko, dilion actress, daniel miranda, relationship public, relationship, makoai (Topic 42: Philippine Love Teams featuring Daniel Padilla), Topic 44: dating, relationship, started chatting, online dating, distance relationship, talked, conversation, chatting, dating called, married couple (Topic 44: Dating & Relationships Setup), Topic 71: dog losin losin, losin losin losin, losin losin, dog losin, kasih, kami, friendly, mindenow, melvin, earlier kana (Topic 71: Dog Losing / Being Lost), Topic 78: thatd funny, bob mali, dating, conversation, partying partying, kevin, partying, bob marley boricai, funny, christians talking (Topic 78: Funny Conversations and Socializing ft. Bob Marley)"
Jsz4MSGM-08,Romantic Travel Vlog - LUXURIOUS Cabin Tour with my Filipino Wife! ( Part 1 ) - International Couple,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 75: wifi island, wifi, speed wifi, tourist spot, spot tourist, tourist spot tourist, tourist, bookingcom, live local, local (Topic 75: Internet Connectivity in Tourist Destinations)"
Ju7cC_MNs9U,"First time driving car in Philippines, tasting  Marang and swimming in waterfalls",2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 3: kids, poor, learn, deserve, society, told, culture, happened, cultures, community (Topic 3: Experiences of Children in Community & Culture)"
Jw72XdBwhjQ,Trying Filipino Snacks For The First Time! (mukbang),5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 10: swim whale sharks, whale sharks, swimming whale sharks, whale shark, swim whale, whales, swimming whale, whale, shark, sharks sharks (Topic 10: Swimming with Whale Sharks ), Topic 58: pool bar pool, bar pool, pool bar, kananga kananga, bank, kumukutikutitap, wine coconut wine, kumukutikutitap kumukutikutitap, pool pool, pool (Topic 58: Drinks & Relaxation by the Pool), Topic 63: pule ti, pule pule, groufie, calamansi, pule, kinilaw, purtoo, galo, ti, halle (Topic 63: Filipino Food), Topic 117: ipakita akong imong, ipakita akong, akong imong telepono, imong telepono ipakita, telepono ipakita, ifogawa ifogawa ifogawa, imong telepono, oppa oppa, phone livein boyfriend, ifogawa ifogawa (Topic 117: Filipino Phrases)"
JwIeegXNZ9c,MOBBED BY LOCALS IN THE PHILIPPINES! (first impressions of CEBU CITY!) 🇵🇭,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 54: manila cathedral church, manila cathedral, churches, catholic church, church, church church, stone church, church built, cultural heritage, cathedral church (Topic 54: Manila Cathedral), Topic 73: binondo chinatown manila, chinatown manila, binondo chinatown, fort san pedro, san pedro fort, chinatown chinatown, fort san, chinatowns, chinatown, san pedro (Topic 73: Chinatown Manila), Topic 81: producer coconuts, coconuts producer coconuts, coconuts producer, coconut fresh, produce coconuts, coconuts, produce coconuts producer, coconut water coconut, king coconuts, coconut (Topic 81: Coconut Varieties and Production), Topic 114: circle circle circle, hobbit house, circle hall, hall circle, circle circle, circle, circles, hobbit, restaurants, themed bar (Topic 114: Specific Venues: Circle Hall, Hobbit House, and Themed Spots )"
Jx1j8K95tdc,FOREIGNER reacts to FRENCH Try FILIPINO TURON for the First Time,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 27: watching leave loved, listen listen listen, listen listen, listen, loved peace, watching, leave loved peace, watching leave, lou, lou marie lou (Topic 27: Listening & Watching Loved Ones Depart ), Topic 104: sing song song, song sing song, song song sing, sing song, sing sing song, song song, sing song sing, song sing, singing singing singing, singing songs (Topic 104: Singing of Songs)"
JyespbKFTZE,How the US stole the PHILIPPINES | HONEST REACTION,6,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 14: archipelago spanish, spanish colony, spanish empire, spanish colonial, spaniards, manila, king spain, spanish rule, archipelago, rule spanish (Topic 14: Spanish Colonialism in the Philippines), Topic 21: rice terraces smartly, eighth rice terraces, rice terraces, terraces eighth rice, destination rice plantations, rice terraces eighth, tourist destination rice, rice vegetables exported, harvest rice vegetables, rice plantations (Topic 21: Banaue Rice Terraces), Topic 51: maya pahit empire, archipelago, pahit empire, empire empire, kingdoms, sultanate, brunei, empire, culture eventually called, island (Topic 51: Historical States of the Southeast Asian Archipelago), Topic 53: war cuba, called cuba rising, war spain, rising spain, caribbean pacific, explosion submarine cuba, pacific liberate, fighting spanish, cuba, spain (Topic 53: War & Conflict in Cuba & Spain), Topic 87: rebellion conspired spanish, invaded hawaii war, invaded hawaii, territories, territory, americans, invaded, rebellion conspired, democracy, president hurricane (Topic 87: American Invasion of Hawaii Region and Historical Conflicts)"
JyuDpnjCK_U,Filipina British Life: ITS COMPLICATED + LIFE UPDATE,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 20: tourist visa, bureau immigration, visa, visa extension, immigration, traveling, visa application, trip, tourist, deport (Topic 20: Travel Immigration & Visa Processes), Topic 78: thatd funny, bob mali, dating, conversation, partying partying, kevin, partying, bob marley boricai, funny, christians talking (Topic 78: Funny Conversations and Socializing ft. Bob Marley), Topic 109: mango, mango mangoes, mangoes, song, paubaya moira, coconut, bagong, dried mangoes, singing, jokoy (Topic 109: Mango Fruit), Topic 117: ipakita akong imong, ipakita akong, akong imong telepono, imong telepono ipakita, telepono ipakita, ifogawa ifogawa ifogawa, imong telepono, oppa oppa, phone livein boyfriend, ifogawa ifogawa (Topic 117: Filipino Phrases)"
K-W7_RY8d4M,Kids React to Filipino Culture Items,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 6: species crocodile, crocodiles, crocodile crocodile, crocodile, peacock fethers, alligator, peacock, endangered species, wildlife, cobra (Topic 6: Wildlife Species & Conservation), Topic 36: officer meijii yoshimi, meijii yoshimi, meijii yoshimi tenoguchi, yoshimi tenoguchi, officer meijii, yoshimi, commanding officer meijii, meijii, onoda soldier, akatsu (Topic 36: Officer Meijii Yoshimi and the Onoda Incident)"
K-mSi0GNWN8,🇵🇭 PHILIPPINES ║  HOW I MET THE DANCERS IN PHILIPPINES ?  (ENGLIGH SUBTITLES),8,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 45: virtual private network, private network, public wifi, virtual private, network, internet, secure, stands virtual private, online, virtual (Topic 45: Virtual Private Networks (VPNs) and Online Security), Topic 48: friends heart, heart friends heart, friends heart friends, heart friends, jason momoa, friends, happy, girls, kindness heart, relationship (Topic 48: Friendships), Topic 50: lgbtqia community, lgbt community, lgbtq community, gays lesbians, gays, queer friends, lgbtqia, lgbtq, lgbt, queer (Topic 50: LGBTQIA Community), Topic 66: episode pinay moms, pinay moms blogs, excited excited excited, watching pinay moms, pinay moms, excited, excited excited, episode pinay, inihaw, watching pinay (Topic 66: Pinay Moms Content and Viewer Engagement ), Topic 71: dog losin losin, losin losin losin, losin losin, dog losin, kasih, kami, friendly, mindenow, melvin, earlier kana (Topic 71: Dog Losing / Being Lost), Topic 90: started traveling, trips, trip, talking tourists, travels, traveling, rumors scared, rumors scared honest, flights, arrival (Topic 90: Experiences of a First Time Traveler), Topic 114: circle circle circle, hobbit house, circle hall, hall circle, circle circle, circle, circles, hobbit, restaurants, themed bar (Topic 114: Specific Venues: Circle Hall, Hobbit House, and Themed Spots )"
K-o1LlCF-Hc,Americans React and Try Philippines National Dish | React to Filipino Street Food Tour in Manila,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 19: halohalo, ube ice cream, ice candy, yum, flavors, ice cream ice, ice cream, halo halo halo, gravy, cream ice cream (Topic 19: Philippine Halo-Halo Dessert), Topic 116: como esta, chicken, chicken ball hot, chicken balls chicken, chicken chicken, chicken hot dog, chicken chicken chicken, esta, chicken balls, balls chicken (Topic 116: Chicken & its Specific Related Dishes )"
K-rtaegZYkE,The Filipino After Dinner Singing Menace| Waleska & Efra react to Limuel LLanes - Air Supply (cover),2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 98: batou batou batou, batou batou, sang miguel, family gossiping, batou, morong morong, tiktok, morong extra morong, pajama party, morong (Topic 98: Activities and Discussions in Morong, Bataan )"
K05mhgf0Lj4,My American Girlfriend Tries Balut! (NANGISAY) | Filipino x American Couple 🇵🇭🇺🇸,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 3: kids, poor, learn, deserve, society, told, culture, happened, cultures, community (Topic 3: Experiences of Children in Community & Culture), Topic 13: quail egg, egg yolk, chicken egg, eggs quail, quail eggs, quail eggs quail, eggs quail eggs, duck egg, salted egg, fertilized duck egg (Topic 13: Balut and other Eggs)"
K20VZzncHgY,Americans React to The Philippines | Wake up in the Philippines,8,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 14: archipelago spanish, spanish colony, spanish empire, spanish colonial, spaniards, manila, king spain, spanish rule, archipelago, rule spanish (Topic 14: Spanish Colonialism in the Philippines), Topic 21: rice terraces smartly, eighth rice terraces, rice terraces, terraces eighth rice, destination rice plantations, rice terraces eighth, tourist destination rice, rice vegetables exported, harvest rice vegetables, rice plantations (Topic 21: Banaue Rice Terraces), Topic 44: dating, relationship, started chatting, online dating, distance relationship, talked, conversation, chatting, dating called, married couple (Topic 44: Dating & Relationships Setup), Topic 62: morning cinema, cinema continue, morning cinema continue, cinema, cinema continue ensure, theater, movie theater, ben, watching, skip ads (Topic 62: Filipino Food), Topic 73: binondo chinatown manila, chinatown manila, binondo chinatown, fort san pedro, san pedro fort, chinatown chinatown, fort san, chinatowns, chinatown, san pedro (Topic 73: Chinatown Manila), Topic 83: conduit, tiles, shovel, balic, wire, garbage garbage, tile, balic buyin, walls, skim (Topic 83: Building Materials and Tools for Construction), Topic 106: bohol chocolate hills, chocolate hills atv, chocolate hills, chocolate chocolate hills, hills bohol, located island bohol, hills atv, hills, trip, streets (Topic 106: Chocolate Hills in Bohol)"
K4BnzGb1FGQ,"[MUKBANG] Korean guys try Filipino food ""SISIG"" ang sarap~♥",4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 64: bgc modern manila, manila, animals, modern manila, animal, pets, pet, roosters, deadliest animals, chickens (Topic 64: Bonifacio Global City, Taguig, Metro Manila), Topic 97: hop, rap, hip hop, fun, benz, hop dance, dope, dance hip hop, hip hop dance, dance (Topic 97: HipHop and Dancing), Topic 120: winning game, game winning, game win, win game, excited game excited, game excited, excited game, win win, winning winning, winning winning winning (Topic 120: Winning Games and Excitement )"
K5raaRxqh2Y,Foreigners on how expensive is travelling in the Philippines ( Fiba World Cup Interview ),3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 9: topics taiwan, taiwan, taiwan staying, taiwan taiwan, caribbean staying, kuala, ayan ayan, fun, trip, stay plans (Topic 9: Travel to Taiwan & Destinations), Topic 120: winning game, game winning, game win, win game, excited game excited, game excited, excited game, win win, winning winning, winning winning winning (Topic 120: Winning Games and Excitement )"
K6dZW1V3-FU,"How the World Eats Avocado | Eswatini, Philippines, Colombia, Guinea-Bissau, Syria",3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 19: halohalo, ube ice cream, ice candy, yum, flavors, ice cream ice, ice cream, halo halo halo, gravy, cream ice cream (Topic 19: Philippine Halo-Halo Dessert), Topic 109: mango, mango mangoes, mangoes, song, paubaya moira, coconut, bagong, dried mangoes, singing, jokoy (Topic 109: Mango Fruit)"
